Story,OutputCase,CaseType,StepType,StepNumber,Item,Max Drift,Avg Drift,Ratio,Label,Max Loc X,Max Loc Y,Max Loc Z
Story1,W,LinStatic,Step By Step,1,Diaph D1 X,1.7E-05,1.5E-05,1.114,39,32,0,4.5
Story1,W,LinStatic,Step By Step,2,Diaph D1 Y,1.5E-05,1.5E-05,1,43,32,32,4.5
Story1,W,LinStatic,Step By Step,3,Diaph D1 X,3.6E-05,1.2E-05,3.047,39,32,0,4.5
Story1,W,LinStatic,Step By Step,4,Diaph D1 X,3.3E-05,1.1E-05,2.942,43,32,32,4.5
Story1,W,LinStatic,Step By Step,5,Diaph D1 Y,3.5E-05,1.2E-05,3.006,43,32,32,4.5
Story1,W,LinStatic,Step By Step,6,Diaph D1 Y,3.5E-05,1.2E-05,3.006,23,0,32,4.5
Story1,W,LinStatic,Step By Step,7,Diaph D1 X,1.3E-05,1.2E-05,1.114,39,32,0,4.5
Story1,W,LinStatic,Step By Step,7,Diaph D1 Y,1.3E-05,1.2E-05,1.115,23,0,32,4.5
Story1,W,LinStatic,Step By Step,8,Diaph D1 X,1.3E-05,1.2E-05,1.114,39,32,0,4.5
Story1,W,LinStatic,Step By Step,8,Diaph D1 Y,1.3E-05,1.2E-05,1.115,43,32,32,4.5
Story1,W,LinStatic,Step By Step,9,Diaph D1 X,4.5E-05,9E-06,4.868,39,32,0,4.5
Story1,W,LinStatic,Step By Step,9,Diaph D1 Y,4.4E-05,9E-06,5.127,23,0,32,4.5
Story1,W,LinStatic,Step By Step,10,Diaph D1 X,4.2E-05,8E-06,5.132,43,32,32,4.5
Story1,W,LinStatic,Step By Step,10,Diaph D1 Y,4.2E-05,9E-06,4.898,43,32,32,4.5
Story1,W,LinStatic,Step By Step,11,Diaph D1 X,4.5E-05,9E-06,4.868,39,32,0,4.5
Story1,W,LinStatic,Step By Step,11,Diaph D1 Y,4.4E-05,9E-06,5.127,43,32,32,4.5
Story1,W,LinStatic,Step By Step,12,Diaph D1 X,4.2E-05,8E-06,5.132,43,32,32,4.5
Story1,W,LinStatic,Step By Step,12,Diaph D1 Y,4.2E-05,9E-06,4.898,23,0,32,4.5
Story1,Qx,LinRespSpec,Max,,Diaph D1 X,0.000702,0.00052,1.35,43,32,32,4.5
Story1,Qx,LinRespSpec,Max,,Diaph D1 Y,0.00041,0.000205,2,23,0,32,4.5
Story1,Qy,LinRespSpec,Max,,Diaph D1 X,0.000227,0.000115,1.97,39,32,0,4.5
Story1,Qy,LinRespSpec,Max,,Diaph D1 Y,0.000589,0.000477,1.234,23,0,32,4.5
Story1,EU-F,Combination,Max,,Diaph D1 X,0.001152,0.00083,1.387,43,32,32,4.5
Story1,EU-F,Combination,Max,,Diaph D1 Y,0.001067,0.000807,1.322,23,0,32,4.5
Story1,EU-F,Combination,Min,,Diaph D1 X,0.001152,0.00083,1.387,43,32,32,4.5
Story1,EU-F,Combination,Min,,Diaph D1 Y,0.001068,0.000808,1.321,23,0,32,4.5
Story1,ES-F,Combination,Max,,Diaph D1 X,0.000807,0.000582,1.388,43,32,32,4.5
Story1,ES-F,Combination,Max,,Diaph D1 Y,0.000749,0.000566,1.323,23,0,32,4.5
Story1,ES-F,Combination,Min,,Diaph D1 X,0.000807,0.000582,1.388,43,32,32,4.5
Story1,ES-F,Combination,Min,,Diaph D1 Y,0.00075,0.000567,1.323,23,0,32,4.5
