Story,OutputCase,CaseType,StepType,StepNumber,Location,P,VX,VY,T,MX,MY
Story9,Qx-Servicio (R=6),LinRespSpec,Max,,Bottom,0,302.7234,17.643,5560.8598,391.3493,6753.7082
Story9,Qy-Servicio (R=6),LinRespSpec,Max,,Top,0,15.5235,193.3263,6600.9388,3727.7667,336.8107
Story9,Qy-Servicio (R=6),LinRespSpec,Max,,Bottom,0,15.5235,193.3263,6600.9388,4153.389,368.4303
Story9,EU-F,Combination,Max,,Top,15180.9924,766.5775,523.9714,21597.4664,242896.903,-254071.3592
Story9,EU-F,Combination,Max,,Bottom,15336.4342,766.5775,523.9714,21597.4664,245384.2395,-255214.6368
Story9,EU-F,Combination,Min,,Top,8414.6072,-766.6173,-524.1041,-21600.5747,124505.7324,-486295.2523
Story9,EU-F,Combination,Min,,Bottom,8500.7664,-766.6173,-524.1041,-21600.5747,124745.8191,-491325.4922
Story9,ES-F,Combination,Max,,Top,11786.9562,536.7415,366.9284,15164.457,195685.1763,-167356.9016
Story9,ES-F,Combination,Max,,Bottom,11907.6457,536.7415,366.9284,15164.457,198413.5964,-168048.408
Story9,ES-F,Combination,Min,,Top,5562.7493,-536.7718,-367.029,-15166.8111,81911.2843,-388409.101
Story9,ES-F,Combination,Min,,Bottom,5619.7077,-536.7718,-367.029,-15166.8111,82025.5344,-393466.4403
Story8,Ex,LinStatic,Step By Step,1,Top,0,-768.9045,-0.6236,12261.1713,8.3781,-13818.8826
Story8,Ex,LinStatic,Step By Step,1,Bottom,0,-768.9045,-0.6236,12261.1713,10.2489,-16125.5961
Story8,Ex,LinStatic,Step By Step,2,Top,0,-768.8623,0.3094,12989.3545,-4.3923,-13818.3093
Story8,Ex,LinStatic,Step By Step,2,Bottom,0,-768.8623,0.3094,12989.3545,-5.3205,-16124.8962
Story8,Ex,LinStatic,Step By Step,3,Top,0,-768.9467,-1.5566,11532.9881,21.1484,-13819.4558
Story8,Ex,LinStatic,Step By Step,3,Bottom,0,-768.9467,-1.5566,11532.9881,25.8182,-16126.2959
Story8,Ey,LinStatic,Step By Step,1,Top,0,-0.6306,-785.0355,-25614.6386,14040.8455,-8.317
Story8,Ey,LinStatic,Step By Step,1,Bottom,0,-0.6306,-785.0355,-25614.6386,16395.9519,-10.2087
Story8,Ey,LinStatic,Step By Step,2,Top,0,-0.6728,-785.9685,-26342.8218,14053.6159,-8.8902
Story8,Ey,LinStatic,Step By Step,2,Bottom,0,-0.6728,-785.9685,-26342.8218,16411.5213,-10.9086
Story8,Ey,LinStatic,Step By Step,3,Top,0,-0.5884,-784.1025,-24886.4554,14028.0752,-7.7438
Story8,Ey,LinStatic,Step By Step,3,Bottom,0,-0.5884,-784.1025,-24886.4554,16380.3826,-9.5089
Story8,Qx,LinRespSpec,Max,,Top,0,535.8141,32.9799,9948.5018,650.0755,11218.6735
Story8,Qx,LinRespSpec,Max,,Bottom,0,535.8141,32.9799,9948.5018,682.9948,12260.5072
Story8,Qy,LinRespSpec,Max,,Top,0,29.4147,359.5413,11980.095,7316.4169,649.0097
Story8,Qy,LinRespSpec,Max,,Bottom,0,29.4147,359.5413,11980.095,8071.2297,700.9545
Story8,Qx-Servicio (R=6),LinRespSpec,Max,,Top,0,322.5633,19.8541,5989.0573,391.3493,6753.7082
Story8,Qx-Servicio (R=6),LinRespSpec,Max,,Bottom,0,322.5633,19.8541,5989.0573,411.1669,7380.8983
Story8,Qy-Servicio (R=6),LinRespSpec,Max,,Top,0,16.6982,204.1047,6800.8692,4153.389,368.4303
Story8,Qy-Servicio (R=6),LinRespSpec,Max,,Bottom,0,16.6982,204.1047,6800.8692,4581.8816,397.9184
Story8,EU-F,Combination,Max,,Top,16714.6358,816.9421,554.0967,22445.6371,267435.4653,-279659.9349
Story8,EU-F,Combination,Max,,Bottom,16870.0776,816.9421,554.0967,22445.6371,269922.8413,-280862.0023
Story8,EU-F,Combination,Min,,Top,9264.6838,-816.9846,-554.2494,-22449.2603,136968.4985,-535427.8341
Story8,EU-F,Combination,Min,,Bottom,9350.843,-816.9846,-554.2494,-22449.2603,137200.1827,-540458.0795
Story8,ES-F,Combination,Max,,Top,12977.7208,572.0071,388.0348,15761.7403,215534.7982,-184208.7661
Story8,ES-F,Combination,Max,,Bottom,13098.4103,572.0071,388.0348,15761.7403,218269.1556,-184941.444
Story8,ES-F,Combination,Min,,Top,6124.7201,-572.0394,-388.1505,-15764.4849,90105.7336,-427708.7586
Story8,ES-F,Combination,Min,,Bottom,6181.6784,-572.0394,-388.1505,-15764.4849,90214.0916,-432724.9325
Story7,Ex,LinStatic,Step By Step,1,Top,0,-799.4068,-0.6944,12744.6536,10.2489,-16125.5961
Story7,Ex,LinStatic,Step By Step,1,Bottom,0,-799.4068,-0.6944,12744.6536,12.3321,-18523.8166
Story7,Ex,LinStatic,Step By Step,2,Top,0,-799.36,0.3445,13505.2291,-5.3205,-16124.8962
Story7,Ex,LinStatic,Step By Step,2,Bottom,0,-799.36,0.3445,13505.2291,-6.354,-18522.9762
Story7,Ex,LinStatic,Step By Step,3,Top,0,-799.4537,-1.7333,11984.078,25.8182,-16126.2959
Story7,Ex,LinStatic,Step By Step,3,Bottom,0,-799.4537,-1.7333,11984.078,31.0182,-18524.657
Story7,Ey,LinStatic,Step By Step,1,Top,0,-0.705,-817.3563,-26703.7152,16395.9519,-10.2087
Story7,Ey,LinStatic,Step By Step,1,Bottom,0,-0.705,-817.3563,-26703.7152,18848.0208,-12.3236
Story7,Ey,LinStatic,Step By Step,2,Top,0,-0.7518,-818.3952,-27464.2908,16411.5213,-10.9086
Story7,Ey,LinStatic,Step By Step,2,Bottom,0,-0.7518,-818.3952,-27464.2908,18866.7069,-13.164
Story7,Ey,LinStatic,Step By Step,3,Top,0,-0.6581,-816.3174,-25943.1396,16380.3826,-9.5089
Story7,Ey,LinStatic,Step By Step,3,Bottom,0,-0.6581,-816.3174,-25943.1396,18829.3347,-11.4833
Story7,Qx,LinRespSpec,Max,,Top,0,581.0202,35.8956,10826.8667,682.9948,12260.5072
Story7,Qx,LinRespSpec,Max,,Bottom,0,581.0202,35.8956,10826.8667,723.3689,13306.6193
Story7,Qy,LinRespSpec,Max,,Top,0,32.343,382.8909,12351.4471,8071.2297,700.9545
Story7,Qy,LinRespSpec,Max,,Bottom,0,32.343,382.8909,12351.4471,8840.6286,752.0474
Story7,Qx-Servicio (R=6),LinRespSpec,Max,,Top,0,349.7776,21.6094,6517.8382,411.1669,7380.8983
Story7,Qx-Servicio (R=6),LinRespSpec,Max,,Bottom,0,349.7776,21.6094,6517.8382,435.4724,8010.664
Story7,Qy-Servicio (R=6),LinRespSpec,Max,,Top,0,18.3605,217.3598,7011.6786,4581.8816,397.9184
Story7,Qy-Servicio (R=6),LinRespSpec,Max,,Bottom,0,18.3605,217.3598,7011.6786,5018.6546,426.9228
Story7,EU-F,Combination,Max,,Top,18248.2792,886.0681,590.4257,23397.7285,291974.0671,-305307.3004
Story7,EU-F,Combination,Max,,Bottom,18403.721,886.0681,590.4257,23397.7285,294461.4847,-306503.3362
Story7,EU-F,Combination,Min,,Top,10114.7605,-886.113,-590.5992,-23401.8978,149422.8621,-584560.4213
Story7,EU-F,Combination,Min,,Bottom,10200.9197,-886.113,-590.5992,-23401.8978,149629.3354,-589590.6715
Story7,ES-F,Combination,Max,,Top,14168.4854,620.41,413.4799,16432.6039,235390.3574,-201101.8021
Story7,ES-F,Combination,Max,,Bottom,14289.1748,620.41,413.4799,16432.6039,238142.4481,-201830.2621
Story7,ES-F,Combination,Min,,Top,6686.6909,-620.4441,-413.6114,-16435.7629,98294.2908,-466967.2508
Story7,ES-F,Combination,Min,,Bottom,6743.6492,-620.4441,-413.6114,-16435.7629,98384.9631,-471987.6482
Story6,Ex,LinStatic,Step By Step,1,Top,0,-824.4285,-0.7661,13140.4146,12.3321,-18523.8166
Story6,Ex,LinStatic,Step By Step,1,Bottom,0,-824.4285,-0.7661,13140.4146,14.6304,-20997.102
Story6,Ex,LinStatic,Step By Step,2,Top,0,-824.377,0.3825,13928.7839,-6.354,-18522.9762
Story6,Ex,LinStatic,Step By Step,2,Bottom,0,-824.377,0.3825,13928.7839,-7.5015,-20996.1072
Story6,Ex,LinStatic,Step By Step,3,Top,0,-824.48,-1.9147,12352.0453,31.0182,-18524.657
Story6,Ex,LinStatic,Step By Step,3,Bottom,0,-824.48,-1.9147,12352.0453,36.7623,-20998.0969
Story6,Ey,LinStatic,Step By Step,1,Top,0,-0.7804,-844.2662,-27621.5403,18848.0208,-12.3236
Story6,Ey,LinStatic,Step By Step,1,Bottom,0,-0.7804,-844.2662,-27621.5403,21380.8194,-14.6647
Story6,Ey,LinStatic,Step By Step,2,Top,0,-0.8319,-845.4148,-28409.9096,18866.7069,-13.164
Story6,Ey,LinStatic,Step By Step,2,Bottom,0,-0.8319,-845.4148,-28409.9096,21402.9513,-15.6596
Story6,Ey,LinStatic,Step By Step,3,Top,0,-0.7289,-843.1176,-26833.171,18829.3347,-11.4833
Story6,Ey,LinStatic,Step By Step,3,Bottom,0,-0.7289,-843.1176,-26833.171,21358.6875,-13.6699
Story6,Qx,LinRespSpec,Max,,Top,0,634.6069,38.038,11788.0509,723.3689,13306.6193
Story6,Qx,LinRespSpec,Max,,Bottom,0,634.6069,38.038,11788.0509,774.0284,14406.9467
Story6,Qy,LinRespSpec,Max,,Top,0,35.8878,413.6114,12864.5555,8840.6286,752.0474
Story6,Qy,LinRespSpec,Max,,Bottom,0,35.8878,413.6114,12864.5555,9639.1282,805.7743
Story6,Qx-Servicio (R=6),LinRespSpec,Max,,Top,0,382.0371,22.8991,7096.4768,435.4724,8010.664
Story6,Qx-Servicio (R=6),LinRespSpec,Max,,Bottom,0,382.0371,22.8991,7096.4768,465.9697,8673.0676
Story6,Qy-Servicio (R=6),LinRespSpec,Max,,Top,0,20.3728,234.7992,7302.9604,5018.6546,426.9228
Story6,Qy-Servicio (R=6),LinRespSpec,Max,,Bottom,0,20.3728,234.7992,7302.9604,5471.9474,457.4225
Story6,EU-F,Combination,Max,,Top,19781.9226,968.0427,637.4625,24599.7132,316512.7105,-330948.6343
Story6,EU-F,Combination,Max,,Bottom,19937.3644,968.0427,637.4625,24599.7132,319000.1708,-332062.1639
Story6,EU-F,Combination,Min,,Top,10964.8371,-968.0894,-637.6574,-24604.4561,161852.0148,-633693.0134
Story6,EU-F,Combination,Min,,Bottom,11050.9963,-968.0894,-637.6574,-24604.4561,162010.2325,-638723.2672
Story6,ES-F,Combination,Max,,Top,15359.2499,677.81,446.4167,17278.8073,255263.6498,-217990.6202
Story6,ES-F,Combination,Max,,Bottom,15479.9394,677.81,446.4167,17278.8073,258049.6206,-218661.3125
Story6,ES-F,Combination,Min,,Top,7248.6616,-677.8455,-446.5645,-17282.4011,106465.1622,-506229.9665
Story6,ES-F,Combination,Min,,Bottom,7305.62,-677.8455,-446.5645,-17282.4011,106522.0032,-511308.1357
Story5,Ex,LinStatic,Step By Step,1,Top,0,-864.7386,-0.9113,13776.1955,14.6304,-20997.102
Story5,Ex,LinStatic,Step By Step,1,Bottom,0,-864.7386,-0.9113,13776.1955,17.3642,-23591.3178
Story5,Ex,LinStatic,Step By Step,2,Top,0,-864.6779,0.4678,14612.2388,-7.5015,-20996.1072
Story5,Ex,LinStatic,Step By Step,2,Bottom,0,-864.6779,0.4678,14612.2388,-8.9051,-23590.1408
Story5,Ex,LinStatic,Step By Step,3,Top,0,-864.7993,-2.2904,12940.1522,36.7623,-20998.0969
Story5,Ex,LinStatic,Step By Step,3,Bottom,0,-864.7993,-2.2904,12940.1522,43.6335,-23592.4948
Story5,Ey,LinStatic,Step By Step,1,Top,0,-0.933,-888.5657,-29156.1586,21380.8194,-14.6647
Story5,Ey,LinStatic,Step By Step,1,Bottom,0,-0.933,-888.5657,-29156.1586,24046.5165,-17.4637
Story5,Ey,LinStatic,Step By Step,2,Top,0,-0.9937,-889.9448,-29992.2019,21402.9513,-15.6596
Story5,Ey,LinStatic,Step By Step,2,Bottom,0,-0.9937,-889.9448,-29992.2019,24072.7858,-18.6407
Story5,Ey,LinStatic,Step By Step,3,Top,0,-0.8723,-887.1866,-28320.1153,21358.6875,-13.6699
Story5,Ey,LinStatic,Step By Step,3,Bottom,0,-0.8723,-887.1866,-28320.1153,24020.2473,-16.2867
Story5,Qx,LinRespSpec,Max,,Top,0,764.8708,42.8829,14036.5434,774.0284,14406.9467
Story5,Qx,LinRespSpec,Max,,Bottom,0,764.8708,42.8829,14036.5434,834.5368,15568.4775
Story5,Qy,LinRespSpec,Max,,Top,0,44.4761,502.8314,14623.2613,9639.1282,805.7743
Story5,Qy,LinRespSpec,Max,,Bottom,0,44.4761,502.8314,14623.2613,10460.7163,862.5921
Story5,Qx-Servicio (R=6),LinRespSpec,Max,,Top,0,460.4567,25.8158,8450.0827,465.9697,8673.0676
Story5,Qx-Servicio (R=6),LinRespSpec,Max,,Bottom,0,460.4567,25.8158,8450.0827,502.3961,9372.3161
Story5,Qy-Servicio (R=6),LinRespSpec,Max,,Top,0,25.2482,285.4477,8301.3438,5471.9474,457.4225
Story5,Qy-Servicio (R=6),LinRespSpec,Max,,Bottom,0,25.2482,285.4477,8301.3438,5938.3471,489.6769
Story5,EU-F,Combination,Max,,Top,22749.166,1167.3018,773.4569,28249.1671,363988.9966,-381935.4299
Story5,EU-F,Combination,Max,,Bottom,22904.6079,1167.3018,773.4569,28249.1671,366476.5433,-382955.7677
Story5,EU-F,Combination,Min,,Top,12609.5378,-1167.3522,-773.6952,-28255.0687,186946.8959,-728700.809
Story5,EU-F,Combination,Min,,Bottom,12695.6969,-1167.3522,-773.6952,-28255.0687,187066.0965,-733731.0703
Story5,ES-F,Combination,Max,,Top,17920.0156,817.3343,541.6376,19844.6841,294522.7672,-251631.6546
Story5,ES-F,Combination,Max,,Bottom,18038.2624,817.3343,541.6376,19844.6841,297078.6666,-252237.097
Story5,ES-F,Combination,Min,,Top,8335.9444,-817.3727,-541.8183,-19849.157,123007.1944,-585568.7998
Story5,ES-F,Combination,Min,,Bottom,8392.9027,-817.3727,-541.8183,-19849.157,123036.6723,-590326.6382
Story4,Ex,LinStatic,Step By Step,1,Top,0,-879.8285,-0.9815,14013.1916,17.3642,-23591.3178
Story4,Ex,LinStatic,Step By Step,1,Bottom,0,-879.8285,-0.9815,14013.1916,20.3088,-26230.8033
Story4,Ex,LinStatic,Step By Step,2,Top,0,-879.7634,0.5161,14868.8843,-8.9051,-23590.1408
Story4,Ex,LinStatic,Step By Step,2,Bottom,0,-879.7634,0.5161,14868.8843,-10.4533,-26229.4311
Story4,Ex,LinStatic,Step By Step,3,Top,0,-879.8936,-2.4792,13157.4988,43.6335,-23592.4948
Story4,Ex,LinStatic,Step By Step,3,Bottom,0,-879.8936,-2.4792,13157.4988,51.071,-26232.1755
Story4,Ey,LinStatic,Step By Step,1,Top,0,-1.0061,-905.7235,-29766.6289,24046.5165,-17.4637
Story4,Ey,LinStatic,Step By Step,1,Bottom,0,-1.0061,-905.7235,-29766.6289,26763.6869,-20.4819
Story4,Ey,LinStatic,Step By Step,2,Top,0,-1.0711,-907.2211,-30622.3216,24072.7858,-18.6407
Story4,Ey,LinStatic,Step By Step,2,Bottom,0,-1.0711,-907.2211,-30622.3216,26794.449,-21.8541
Story4,Ey,LinStatic,Step By Step,3,Top,0,-0.941,-904.2258,-28910.9362,24020.2473,-16.2867
Story4,Ey,LinStatic,Step By Step,3,Bottom,0,-0.941,-904.2258,-28910.9362,26732.9248,-19.1097
Story4,Qx,LinRespSpec,Max,,Top,0,828.6337,45.8781,15136.3099,834.5368,15568.4775
Story4,Qx,LinRespSpec,Max,,Bottom,0,828.6337,45.8781,15136.3099,909.4018,16954.415
Story4,Qy,LinRespSpec,Max,,Top,0,48.7284,553.3732,15759.2868,10460.7163,862.5921
Story4,Qy,LinRespSpec,Max,,Bottom,0,48.7284,553.3732,15759.2868,11417.1528,934.4212
Story4,Qx-Servicio (R=6),LinRespSpec,Max,,Top,0,498.8424,27.6189,9112.1486,502.3961,9372.3161
Story4,Qx-Servicio (R=6),LinRespSpec,Max,,Bottom,0,498.8424,27.6189,9112.1486,547.4653,10206.6587
Story4,Qy-Servicio (R=6),LinRespSpec,Max,,Top,0,27.6622,314.1393,8946.2436,5938.3471,489.6769
Story4,Qy-Servicio (R=6),LinRespSpec,Max,,Bottom,0,27.6622,314.1393,8946.2436,6481.2977,530.4529
Story4,EU-F,Combination,Max,,Top,24282.8095,1264.8589,850.61,30447.9043,388527.769,-407401.0657
Story4,EU-F,Combination,Max,,Bottom,24438.2513,1264.8589,850.61,30447.9043,391015.3556,-408078.0406
Story4,EU-F,Combination,Min,,Top,13459.6144,-1264.9115,-850.8684,-30454.3378,199288.776,-777833.4121
Story4,EU-F,Combination,Min,,Bottom,13545.7736,-1264.9115,-850.8684,-30454.3378,199199.2658,-782863.6775
Story4,ES-F,Combination,Max,,Top,19086.6801,885.6457,595.6601,21389.3066,313853.3491,-268397.4552
Story4,ES-F,Combination,Max,,Bottom,19204.9269,885.6457,595.6601,21389.3066,316519.2555,-268762.4684
Story4,ES-F,Combination,Min,,Top,8897.9152,-885.6855,-595.856,-21394.1836,131116.8715,-623875.9197
Story4,ES-F,Combination,Min,,Bottom,8954.8735,-885.6855,-595.856,-21394.1836,131000.1792,-628814.6456
Story3,Ex,LinStatic,Step By Step,1,Top,0,-890.5365,-1.0482,14180.3293,20.3088,-26230.8033
Story3,Ex,LinStatic,Step By Step,1,Bottom,0,-890.5365,-1.0482,14180.3293,23.4535,-28902.4127
Story3,Ex,LinStatic,Step By Step,2,Top,0,-890.4675,0.5738,15052.2518,-10.4533,-26229.4311
Story3,Ex,LinStatic,Step By Step,2,Bottom,0,-890.4675,0.5738,15052.2518,-12.1747,-28900.8335
Story3,Ex,LinStatic,Step By Step,3,Top,0,-890.6054,-2.6703,13308.4068,51.071,-26232.1755
Story3,Ex,LinStatic,Step By Step,3,Bottom,0,-890.6054,-2.6703,13308.4068,59.0818,-28903.9919
Story3,Ey,LinStatic,Step By Step,1,Top,0,-1.0734,-918.634,-30244.5621,26763.6869,-20.4819
Story3,Ey,LinStatic,Step By Step,1,Bottom,0,-1.0734,-918.634,-30244.5621,29519.5889,-23.7021
Story3,Ey,LinStatic,Step By Step,2,Top,0,-1.1424,-920.256,-31116.4846,26794.449,-21.8541
Story3,Ey,LinStatic,Step By Step,2,Bottom,0,-1.1424,-920.256,-31116.4846,29555.2172,-25.2813
Story3,Ey,LinStatic,Step By Step,3,Top,0,-1.0044,-917.012,-29372.6396,26732.9248,-19.1097
Story3,Ey,LinStatic,Step By Step,3,Bottom,0,-1.0044,-917.012,-29372.6396,29483.9607,-22.1229
Story3,Qx,LinRespSpec,Max,,Top,0,881.3168,49.1191,16068.3446,909.4018,16954.415
Story3,Qx,LinRespSpec,Max,,Bottom,0,881.3168,49.1191,16068.3446,999.0914,18584.9991
Story3,Qy,LinRespSpec,Max,,Top,0,52.2704,601.5358,16965.5829,11417.1528,934.4212
Story3,Qy,LinRespSpec,Max,,Bottom,0,52.2704,601.5358,16965.5829,12534.7947,1023.26
Story3,Qx-Servicio (R=6),LinRespSpec,Max,,Top,0,530.5579,29.57,9673.2391,547.4653,10206.6587
Story3,Qx-Servicio (R=6),LinRespSpec,Max,,Bottom,0,530.5579,29.57,9673.2391,601.459,11188.28
Story3,Qy-Servicio (R=6),LinRespSpec,Max,,Top,0,29.6729,341.4803,9631.0346,6481.2977,530.4529
Story3,Qy-Servicio (R=6),LinRespSpec,Max,,Bottom,0,29.6729,341.4803,9631.0346,7115.7615,580.885
Story3,EU-F,Combination,Max,,Top,25816.4529,1345.477,924.3063,32676.5978,413066.5814,-432523.3387
Story3,EU-F,Combination,Max,,Bottom,25971.8947,1345.477,924.3063,32676.5978,415554.2008,-432825.6907
Story3,EU-F,Combination,Min,,Top,14309.691,-1345.5308,-924.5811,-32683.4833,211421.9452,-826966.0193
Story3,EU-F,Combination,Min,,Bottom,14395.8502,-1345.5308,-924.5811,-32683.4833,211083.9738,-831996.2872
Story3,ES-F,Combination,Max,,Top,20253.3445,942.0961,647.2639,22954.0587,333293.9379,-284922.8266
Story3,ES-F,Combination,Max,,Bottom,20371.5913,942.0961,647.2639,22954.0587,336129.3982,-285025.5187
Story3,ES-F,Combination,Min,,Top,9459.886,-942.1369,-647.4723,-22959.2786,139080.3784,-662363.9271
Story3,ES-F,Combination,Min,,Bottom,9516.8443,-942.1369,-647.4723,-22959.2786,138789.6884,-667500.0082
Story2,Ex,LinStatic,Step By Step,1,Top,0,-897.3213,-1.1092,14285.0947,23.4535,-28902.4127
Story2,Ex,LinStatic,Step By Step,1,Bottom,0,-897.3213,-1.1092,14285.0947,26.7812,-31594.3766
Story2,Ex,LinStatic,Step By Step,2,Top,0,-897.2492,0.6459,15170.44,-12.1747,-28900.8335
Story2,Ex,LinStatic,Step By Step,2,Bottom,0,-897.2492,0.6459,15170.44,-14.1124,-31592.581
Story2,Ex,LinStatic,Step By Step,3,Top,0,-897.3935,-2.8644,13399.7493,59.0818,-28903.9919
Story2,Ex,LinStatic,Step By Step,3,Bottom,0,-897.3935,-2.8644,13399.7493,67.6748,-31596.1722
Story2,Ey,LinStatic,Step By Step,1,Top,0,-1.129,-927.829,-30608.7029,29519.5889,-23.7021
Story2,Ey,LinStatic,Step By Step,1,Bottom,0,-1.129,-927.829,-30608.7029,32303.0759,-27.0892
Story2,Ey,LinStatic,Step By Step,2,Top,0,-1.2012,-929.5841,-31494.0483,29555.2172,-25.2813
Story2,Ey,LinStatic,Step By Step,2,Bottom,0,-1.2012,-929.5841,-31494.0483,32343.9695,-28.8849
Story2,Ey,LinStatic,Step By Step,3,Top,0,-1.0569,-926.0739,-29723.3576,29483.9607,-22.1229
Story2,Ey,LinStatic,Step By Step,3,Bottom,0,-1.0569,-926.0739,-29723.3576,32262.1822,-25.2936
Story2,Qx,LinRespSpec,Max,,Top,0,921.0694,52.3341,16805.8134,999.0914,18584.9991
Story2,Qx,LinRespSpec,Max,,Bottom,0,921.0694,52.3341,16805.8134,1103.7384,20451.4033
Story2,Qy,LinRespSpec,Max,,Top,0,54.8191,642.9147,18142.0859,12534.7947,1023.26
Story2,Qy,LinRespSpec,Max,,Bottom,0,54.8191,642.9147,18142.0859,13824.055,1128.7105
Story2,Qx-Servicio (R=6),LinRespSpec,Max,,Top,0,554.4893,31.5055,10117.1996,601.459,11188.28
Story2,Qx-Servicio (R=6),LinRespSpec,Max,,Bottom,0,554.4893,31.5055,10117.1996,664.4571,12311.8665
Story2,Qy-Servicio (R=6),LinRespSpec,Max,,Top,0,31.1198,364.9703,10298.9127,7115.7615,580.885
Story2,Qy-Servicio (R=6),LinRespSpec,Max,,Bottom,0,31.1198,364.9703,10298.9127,7847.6498,640.7472
Story2,EU-F,Combination,Max,,Top,27350.0963,1406.2525,987.8182,34773.1145,437605.4266,-457270.9887
Story2,EU-F,Combination,Max,,Bottom,27505.5381,1406.2525,987.8182,34773.1145,440711.8973,-457212.1364
Story2,EU-F,Combination,Min,,Top,15159.7677,-1406.3073,-988.1018,-34780.2684,223306.6532,-876098.6291
Story2,EU-F,Combination,Min,,Bottom,15245.9268,-1406.3073,-988.1018,-34780.2684,222704.5332,-881128.8988
Story2,ES-F,Combination,Max,,Top,21420.009,984.6517,691.7384,24425.3116,353250.5999,-301185.8768
Story2,ES-F,Combination,Max,,Bottom,21538.2558,984.6517,691.7384,24425.3116,356569.2827,-301035.6428
Story2,ES-F,Combination,Min,,Top,10021.8567,-984.6932,-691.9535,-24430.7351,146869.8876,-701049.2897
Story2,ES-F,Combination,Min,,Bottom,10078.815,-984.6932,-691.9535,-24430.7351,146394.2185,-706375.6569
Story1,Ex,LinStatic,Step By Step,1,Top,0,-900.8747,-1.1678,14338.3516,26.7812,-31594.3766
Story1,Ex,LinStatic,Step By Step,1,Bottom,0,-900.8747,-1.1678,14338.3516,32.0361,-35648.3128
Story1,Ex,LinStatic,Step By Step,2,Top,0,-900.8003,0.7386,15235.5148,-14.1124,-31592.581
Story1,Ex,LinStatic,Step By Step,2,Bottom,0,-900.8003,0.7386,15235.5148,-17.4361,-35646.1823
Story1,Ex,LinStatic,Step By Step,3,Top,0,-900.9491,-3.0741,13441.1883,67.6748,-31596.1722
Story1,Ex,LinStatic,Step By Step,3,Bottom,0,-900.9491,-3.0741,13441.1883,81.5083,-35650.4434
Story1,Ey,LinStatic,Step By Step,1,Top,0,-1.1713,-934.1824,-30892.8025,32303.0759,-27.0892
Story1,Ey,LinStatic,Step By Step,1,Bottom,0,-1.1713,-934.1824,-30892.8025,36506.8965,-32.3599
Story1,Ey,LinStatic,Step By Step,2,Top,0,-1.2457,-936.0887,-31789.9658,32343.9695,-28.8849
Story1,Ey,LinStatic,Step By Step,2,Bottom,0,-1.2457,-936.0887,-31789.9658,36556.3687,-34.4905
Story1,Ey,LinStatic,Step By Step,3,Top,0,-1.0968,-932.276,-29995.6393,32262.1822,-25.2936
Story1,Ey,LinStatic,Step By Step,3,Bottom,0,-1.0968,-932.276,-29995.6393,36457.4244,-30.2294
Story1,Qx,LinRespSpec,Max,,Top,0,947.1196,54.9883,17315.469,1103.7384,20451.4033
Story1,Qx,LinRespSpec,Max,,Bottom,0,947.1196,54.9883,17315.469,1285.8164,23619.9306
Story1,Qy,LinRespSpec,Max,,Top,0,56.3142,673.5227,19158.0163,13824.055,1128.7105
Story1,Qy,LinRespSpec,Max,,Bottom,0,56.3142,673.5227,19158.0163,16048.4342,1312.3795
Story1,Qx-Servicio (R=6),LinRespSpec,Max,,Top,0,570.1717,33.1033,10424.0154,664.4571,12311.8665
Story1,Qx-Servicio (R=6),LinRespSpec,Max,,Bottom,0,570.1717,33.1033,10424.0154,774.0691,14219.3388
Story1,Qy-Servicio (R=6),LinRespSpec,Max,,Top,0,31.9685,382.3459,10875.6369,7847.6498,640.7472
Story1,Qy-Servicio (R=6),LinRespSpec,Max,,Bottom,0,31.9685,382.3459,10875.6369,9110.387,745.0126
Story1,EU-F,Combination,Max,,Top,28883.7397,1445.9995,1034.924,36526.3362,462144.2894,-481657.4345
Story1,EU-F,Combination,Max,,Bottom,29116.903,1445.9995,1034.924,36526.3362,468513.4682,-481004.3127
Story1,EU-F,Combination,Min,,Top,16009.8443,-1446.0574,-1035.2091,-36533.5417,234927.2127,-925231.2407
Story1,EU-F,Combination,Min,,Bottom,16139.0834,-1446.0574,-1035.2091,-36533.5417,233577.0078,-932776.6637
Story1,ES-F,Combination,Max,,Top,22586.6734,1012.4821,724.7258,25655.1158,373690.4845,-317196.001
Story1,ES-F,Combination,Max,,Bottom,22764.0441,1012.4821,724.7258,25655.1158,378981.5652,-316575.1318
Story1,ES-F,Combination,Min,,Top,10583.8275,-1012.526,-724.942,-25660.5784,154474.4177,-740211.1313
Story1,ES-F,Combination,Min,,Bottom,10669.2652,-1012.526,-724.942,-25660.5784,153447.8708,-749455.3411
